  ALIJ[i][j], i = 1, NI, j = 1, NI
  5.945658e-001  2.734098e-001  2.268531e-001  3.183414e-001  3.811953e-001  3.426698e-001  2.445632e-001  2.554188e-001  1.905769e-001  2.140584e-001  1.008125e-001  6.103297e-002
  2.734098e-001  2.349870e+000  1.297293e+000  7.067420e-001  3.798693e-001  1.653510e-001  5.779093e-002  2.500492e-002  3.795634e-002  7.051307e-002  -8.085787e-001  -6.460144e-001
  2.268531e-001  1.297293e+000  3.438256e+000  1.994435e+000  8.795525e-001  3.578137e-001  1.124460e-001  4.872701e-002  7.547037e-002  1.495665e-001  -6.042271e-001  -1.740964e+000
  3.183414e-001  7.067420e-001  1.994435e+000  5.372239e+000  3.076665e+000  1.060641e+000  3.424435e-001  1.399276e-001  2.089859e-001  4.474766e-001  -3.946039e-001  -4.245972e+000
  3.811953e-001  3.798693e-001  8.795525e-001  3.076665e+000  7.670972e+000  2.865763e+000  7.735317e-001  3.133704e-001  5.146829e-001  1.013552e+000  2.244347e-016  0.000000e+000
  3.426698e-001  1.653510e-001  3.578137e-001  1.060641e+000  2.865763e+000  5.089447e+000  2.001114e+000  6.406556e-001  1.142282e+000  2.528613e+000  3.541435e-001  3.238299e+000
  2.445632e-001  5.779093e-002  1.124460e-001  3.424435e-001  7.735317e-001  2.001114e+000  3.447128e+000  1.244274e+000  2.597376e+000  3.166906e+000  3.621651e-001  1.379331e+000
  2.554188e-001  2.500492e-002  4.872701e-002  1.399276e-001  3.133704e-001  6.406556e-001  1.244274e+000  2.349870e+000  1.139966e+000  8.309179e-001  3.705337e-001  5.296773e-001
  1.905769e-001  3.795634e-002  7.547037e-002  2.089859e-001  5.146829e-001  1.142282e+000  2.597376e+000  1.139966e+000  4.615234e+000  1.992707e+000  3.004083e-001  8.575915e-001
  2.140584e-001  7.051307e-002  1.495665e-001  4.474766e-001  1.013552e+000  2.528613e+000  3.166906e+000  8.309179e-001  1.992707e+000  7.761257e+000  3.229615e-001  1.652293e+000
  1.008125e-001  -8.085787e-001  -6.042271e-001  -3.946039e-001  2.244347e-016  3.541435e-001  3.621651e-001  3.705337e-001  3.004083e-001  3.229615e-001  5.475039e+000  9.577444e-001
  6.103297e-002  -6.460144e-001  -1.740964e+000  -4.245972e+000  0.000000e+000  3.238299e+000  1.379331e+000  5.296773e-001  8.575915e-001  1.652293e+000  9.577444e-001  1.639961e+001
