  ALIJ[i][j], i = 1, NI, j = 1, NI
  5.945658e-001  2.560480e-001  2.377661e-001  3.156984e-001  3.939732e-001  3.332571e-001  2.429008e-001  2.593236e-001  1.877671e-001  2.140097e-001  9.982535e-002  5.937564e-002
  2.560480e-001  2.349870e+000  1.270724e+000  7.000834e-001  3.617578e-001  1.657060e-001  5.588242e-002  2.611436e-002  3.512084e-002  7.215017e-002  -8.137870e-001  -6.344704e-001
  2.377661e-001  1.270724e+000  3.438256e+000  1.915701e+000  8.284243e-001  3.522854e-001  1.118052e-001  5.139201e-002  7.483715e-002  1.418175e-001  -5.850749e-001  -1.748328e+000
  3.156984e-001  7.000834e-001  1.915701e+000  5.372239e+000  3.129318e+000  1.032685e+000  3.420969e-001  1.334620e-001  2.136723e-001  4.433149e-001  -3.882555e-001  -3.999033e+000
  3.939732e-001  3.617578e-001  8.284243e-001  3.129318e+000  7.670972e+000  2.916076e+000  7.430895e-001  2.989056e-001  4.930246e-001  9.545342e-001  2.316868e-016  0.000000e+000
  3.332571e-001  1.657060e-001  3.522854e-001  1.032685e+000  2.916076e+000  5.089447e+000  1.936053e+000  6.593126e-001  1.113453e+000  2.685318e+000  3.677697e-001  3.297647e+000
  2.429008e-001  5.588242e-002  1.118052e-001  3.420969e-001  7.430895e-001  1.936053e+000  3.447128e+000  1.229087e+000  2.479058e+000  3.326519e+000  3.528864e-001  1.353446e+000
  2.593236e-001  2.611436e-002  5.139201e-002  1.334620e-001  2.989056e-001  6.593126e-001  1.229087e+000  2.349870e+000  1.172394e+000  8.588524e-001  3.797115e-001  5.412579e-001
  1.877671e-001  3.512084e-002  7.483715e-002  2.136723e-001  4.930246e-001  1.113453e+000  2.479058e+000  1.172394e+000  4.615234e+000  1.963231e+000  2.951924e-001  8.103267e-001
  2.140097e-001  7.215017e-002  1.418175e-001  4.433149e-001  9.545342e-001  2.685318e+000  3.326519e+000  8.588524e-001  1.963231e+000  7.761257e+000  3.201382e-001  1.552593e+000
  9.982535e-002  -8.137870e-001  -5.850749e-001  -3.882555e-001  2.316868e-016  3.677697e-001  3.528864e-001  3.797115e-001  2.951924e-001  3.201382e-001  5.475039e+000  9.730893e-001
  5.937564e-002  -6.344704e-001  -1.748328e+000  -3.999033e+000  0.000000e+000  3.297647e+000  1.353446e+000  5.412579e-001  8.103267e-001  1.552593e+000  9.730893e-001  1.639961e+001
