i    Time
  0.000000e+000    -1.7916e-006    -1.0289e-004     3.3896e-004    -2.0137e-005     5.8734e-005     7.0325e-006    -1.4349e-005    -3.0649e-006
  1.250000e-004    -3.4281e-006    -1.2773e-004     3.3902e-004    -1.2140e-005     4.7733e-005     8.1025e-006    -1.2236e-005    -3.8490e-006
  2.500000e-004    -5.0137e-006    -1.5239e-004     3.3899e-004    -4.2805e-006     3.6899e-005     9.1963e-006    -1.0139e-005    -4.6214e-006
  3.750000e-004    -6.4432e-006    -1.7638e-004     3.3862e-004     3.1140e-006     2.6633e-005     1.0367e-005    -8.0884e-006    -5.3528e-006
  5.000000e-004    -7.7724e-006    -1.9972e-004     3.3792e-004     1.0129e-005     1.6832e-005     1.1592e-005    -6.0712e-006    -6.0501e-006
  6.250000e-004    -9.0253e-006    -2.2235e-004     3.3687e-004     1.6781e-005     7.4788e-006     1.2864e-005    -4.0821e-006    -6.7139e-006
  7.500000e-004    -1.0222e-005    -2.4422e-004     3.3545e-004     2.3081e-005    -1.4424e-006     1.4175e-005    -2.1175e-006    -7.3446e-006
  8.750000e-004    -1.1379e-005    -2.6528e-004     3.3363e-004     2.9044e-005    -9.9449e-006     1.5517e-005    -1.7466e-007    -7.9427e-006
  1.000000e-003    -1.2510e-005    -2.8548e-004     3.3141e-004     3.4679e-005    -1.8041e-005     1.6883e-005     1.7479e-006    -8.5086e-006
  1.125000e-003    -1.3625e-005    -3.0478e-004     3.2877e-004     3.9996e-005    -2.5740e-005     1.8266e-005     3.6511e-006    -9.0425e-006
  1.250000e-003    -1.4734e-005    -3.2315e-004     3.2570e-004     4.5003e-005    -3.3054e-005     1.9660e-005     5.5349e-006    -9.5447e-006
  1.375000e-003    -1.5843e-005    -3.4055e-004     3.2219e-004     4.9709e-005    -3.9989e-005     2.1058e-005     7.3988e-006    -1.0015e-005
  1.500000e-003    -1.6957e-005    -3.5696e-004     3.1823e-004     5.4121e-005    -4.6553e-005     2.2454e-005     9.2420e-006    -1.0455e-005
  1.625000e-003    -1.8079e-005    -3.7236e-004     3.1383e-004     5.8244e-005    -5.2755e-005     2.3844e-005     1.1063e-005    -1.0863e-005
  1.750000e-003    -1.9211e-005    -3.8671e-004     3.0897e-004     6.2085e-005    -5.8599e-005     2.5221e-005     1.2860e-005    -1.1240e-005
  1.875000e-003    -2.0354e-005    -4.0001e-004     3.0366e-004     6.5649e-005    -6.4091e-005     2.6581e-005     1.4631e-005    -1.1587e-005
  2.000000e-003    -2.1509e-005    -4.1223e-004     2.9790e-004     6.8941e-005    -6.9236e-005     2.7919e-005     1.6373e-005    -1.1902e-005
  2.125000e-003    -2.2674e-005    -4.2336e-004     2.9169e-004     7.1966e-005    -7.4040e-005     2.9231e-005     1.8085e-005    -1.2187e-005
  2.250000e-003    -2.3848e-005    -4.3340e-004     2.8503e-004     7.4727e-005    -7.8506e-005     3.0511e-005     1.9763e-005    -1.2441e-005
  2.375000e-003    -2.5028e-005    -4.4233e-004     2.7794e-004     7.7229e-005    -8.2639e-005     3.1757e-005     2.1406e-005    -1.2665e-005
  2.500000e-003    -2.6214e-005    -4.5014e-004     2.7041e-004     7.9476e-005    -8.6442e-005     3.2964e-005     2.3009e-005    -1.2859e-005
  2.625000e-003    -2.7400e-005    -4.5684e-004     2.6246e-004     8.1470e-005    -8.9920e-005     3.4129e-005     2.4571e-005    -1.3022e-005
  2.750000e-003    -2.8585e-005    -4.6241e-004     2.5409e-004     8.3217e-005    -9.3076e-005     3.5247e-005     2.6088e-005    -1.3156e-005
  2.875000e-003    -2.9765e-005    -4.6687e-004     2.4531e-004     8.4720e-005    -9.5913e-005     3.6317e-005     2.7558e-005    -1.3259e-005
  3.000000e-003    -3.0937e-005    -4.7021e-004     2.3614e-004     8.5981e-005    -9.8436e-005     3.7334e-005     2.8978e-005    -1.3333e-005
  3.125000e-003    -3.2095e-005    -4.7244e-004     2.2659e-004     8.7005e-005    -1.0065e-004     3.8296e-005     3.0345e-005    -1.3378e-005
  3.250000e-003    -3.3238e-005    -4.7355e-004     2.1666e-004     8.7795e-005    -1.0255e-004     3.9200e-005     3.1657e-005    -1.3394e-005
  3.375000e-003    -3.4360e-005    -4.7357e-004     2.0638e-004     8.8354e-005    -1.0415e-004     4.0044e-005     3.2911e-005    -1.3381e-005
  3.500000e-003    -3.5458e-005    -4.7249e-004     1.9576e-004     8.8687e-005    -1.0545e-004     4.0826e-005     3.4104e-005    -1.3339e-005
  3.625000e-003    -3.6528e-005    -4.7033e-004     1.8481e-004     8.8797e-005    -1.0646e-004     4.1542e-005     3.5234e-005    -1.3269e-005
  3.750000e-003    -3.7566e-005    -4.6711e-004     1.7354e-004     8.8687e-005    -1.0717e-004     4.2192e-005     3.6299e-005    -1.3172e-005
  3.875000e-003    -3.8568e-005    -4.6283e-004     1.6198e-004     8.8362e-005    -1.0759e-004     4.2773e-005     3.7297e-005    -1.3047e-005
  4.000000e-003    -3.9532e-005    -4.5751e-004     1.5015e-004     8.7825e-005    -1.0773e-004     4.3284e-005     3.8226e-005    -1.2895e-005
  4.125000e-003    -4.0452e-005    -4.5116e-004     1.3805e-004     8.7081e-005    -1.0760e-004     4.3724e-005     3.9083e-005    -1.2717e-005
  4.250000e-003    -4.1326e-005    -4.4382e-004     1.2571e-004     8.6135e-005    -1.0718e-004     4.4090e-005     3.9867e-005    -1.2512e-005
  4.375000e-003    -4.2151e-005    -4.3549e-004     1.1315e-004     8.4989e-005    -1.0650e-004     4.4382e-005     4.0577e-005    -1.2282e-005
  4.500000e-003    -4.2922e-005    -4.2619e-004     1.0039e-004     8.3650e-005    -1.0556e-004     4.4599e-005     4.1210e-005    -1.2027e-005
  4.625000e-003    -4.3638e-005    -4.1596e-004     8.7440e-005     8.2121e-005    -1.0435e-004     4.4741e-005     4.1766e-005    -1.1748e-005
  4.750000e-003    -4.4295e-005    -4.0481e-004     7.4326e-005     8.0408e-005    -1.0289e-004     4.4805e-005     4.2243e-005    -1.1445e-005
  4.875000e-003    -4.4890e-005    -3.9277e-004     6.1067e-005     7.8515e-005    -1.0119e-004     4.4793e-005     4.2640e-005    -1.1119e-005
  5.000000e-003    -4.5421e-005    -3.7986e-004     4.7686e-005     7.6448e-005    -9.9238e-005     4.4703e-005     4.2957e-005    -1.0770e-005
  5.125000e-003    -4.5886e-005    -3.6611e-004     3.4201e-005     7.4212e-005    -9.7054e-005     4.4535e-005     4.3192e-005    -1.0400e-005
  5.250000e-003    -4.6282e-005    -3.5156e-004     2.0633e-005     7.1813e-005    -9.4642e-005     4.4290e-005     4.3345e-005    -1.0008e-005
  5.375000e-003    -4.6608e-005    -3.3622e-004     7.0054e-006     6.9256e-005    -9.2007e-005     4.3967e-005     4.3416e-005    -9.5961e-006
  5.500000e-003    -4.6861e-005    -3.2014e-004    -6.6624e-006     6.6546e-005    -8.9156e-005     4.3567e-005     4.3404e-005    -9.1647e-006
  5.625000e-003    -4.7040e-005    -3.0333e-004    -2.0349e-005     6.3691e-005    -8.6097e-005     4.3090e-005     4.3309e-005    -8.7145e-006
  5.750000e-003    -4.7143e-005    -2.8584e-004    -3.4032e-005     6.0695e-005    -8.2837e-005     4.2536e-005     4.3131e-005    -8.2464e-006
  5.875000e-003    -4.7170e-005    -2.6770e-004    -4.7691e-005     5.7565e-005    -7.9382e-005     4.1907e-005     4.2870e-005    -7.7612e-006
  6.000000e-003    -4.7118e-005    -2.4895e-004    -6.1304e-005     5.4308e-005    -7.5742e-005     4.1203e-005     4.2526e-005    -7.2598e-006
  6.125000e-003    -4.6988e-005    -2.2960e-004    -7.4850e-005     5.0929e-005    -7.1923e-005     4.0425e-005     4.2101e-005    -6.7430e-006
  6.250000e-003    -4.6778e-005    -2.0972e-004    -8.8308e-005     4.7437e-005    -6.7934e-005     3.9574e-005     4.1594e-005    -6.2119e-006
  6.375000e-003    -4.6488e-005    -1.8932e-004    -1.0166e-004     4.3836e-005    -6.3782e-005     3.8652e-005     4.1007e-005    -5.6672e-006
  6.500000e-003    -4.6117e-005    -1.6844e-004    -1.1487e-004     4.0134e-005    -5.9477e-005     3.7659e-005     4.0340e-005    -5.1100e-006
  6.625000e-003    -4.5665e-005    -1.4713e-004    -1.2794e-004     3.6338e-005    -5.5027e-005     3.6597e-005     3.9594e-005    -4.5411e-006
  6.750000e-003    -4.5133e-005    -1.2543e-004    -1.4084e-004     3.2455e-005    -5.0440e-005     3.5469e-005     3.8770e-005    -3.9617e-006
  6.875000e-003    -4.4520e-005    -1.0336e-004    -1.5354e-004     2.8492e-005    -4.5725e-005     3.4274e-005     3.7870e-005    -3.3726e-006
  7.000000e-003    -4.3827e-005    -8.0970e-005    -1.6603e-004     2.4456e-005    -4.0891e-005     3.3016e-005     3.6895e-005    -2.7748e-006
  7.125000e-003    -4.3054e-005    -5.8299e-005    -1.7829e-004     2.0355e-005    -3.5948e-005     3.1696e-005     3.5846e-005    -2.1695e-006
  7.250000e-003    -4.2202e-005    -3.5387e-005    -1.9030e-004     1.6195e-005    -3.0904e-005     3.0316e-005     3.4726e-005    -1.5575e-006
  7.375000e-003    -4.1272e-005    -1.2273e-005    -2.0204e-004     1.1984e-005    -2.5769e-005     2.8878e-005     3.3535e-005    -9.3991e-007
  7.500000e-003    -4.0265e-005     1.1004e-005    -2.1349e-004     7.7296e-006    -2.0552e-005     2.7385e-005     3.2277e-005    -3.1778e-007
  7.625000e-003    -3.9181e-005     3.4403e-005    -2.2463e-004     3.4389e-006    -1.5262e-005     2.5839e-005     3.0953e-005     3.0787e-007
  7.750000e-003    -3.8023e-005     5.7884e-005    -2.3546e-004    -8.8052e-007    -9.9092e-006     2.4242e-005     2.9564e-005     9.3600e-007
  7.875000e-003    -3.6791e-005     8.1407e-005    -2.4594e-004    -5.2213e-006    -4.5030e-006     2.2597e-005     2.8114e-005     1.5656e-006
  8.000000e-003    -3.5488e-005     1.0493e-004    -2.5606e-004    -9.5759e-006     9.4717e-007     2.0906e-005     2.6605e-005     2.1955e-006
  8.125000e-003    -3.4115e-005     1.2842e-004    -2.6581e-004    -1.3937e-005     6.4316e-006     1.9171e-005     2.5038e-005     2.8249e-006
  8.250000e-003    -3.2673e-005     1.5183e-004    -2.7517e-004    -1.8297e-005     1.1941e-005     1.7397e-005     2.3417e-005     3.4525e-006
  8.375000e-003    -3.1165e-005     1.7512e-004    -2.8412e-004    -2.2649e-005     1.7465e-005     1.5585e-005     2.1745e-005     4.0775e-006
  8.500000e-003    -2.9594e-005     1.9825e-004    -2.9266e-004    -2.6985e-005     2.2995e-005     1.3738e-005     2.0023e-005     4.6987e-006
  8.625000e-003    -2.7960e-005     2.2119e-004    -3.0077e-004    -3.1298e-005     2.8521e-005     1.1859e-005     1.8255e-005     5.3152e-006
  8.750000e-003    -2.6267e-005     2.4390e-004    -3.0843e-004    -3.5580e-005     3.4033e-005     9.9512e-006     1.6443e-005     5.9259e-006
  8.875000e-003    -2.4518e-005     2.6633e-004    -3.1564e-004    -3.9825e-005     3.9522e-005     8.0175e-006     1.4591e-005     6.5298e-006
  9.000000e-003    -2.2713e-005     2.8845e-004    -3.2238e-004    -4.4026e-005     4.4979e-005     6.0610e-006     1.2701e-005     7.1260e-006
  9.125000e-003    -2.0858e-005     3.1023e-004    -3.2864e-004    -4.8175e-005     5.0395e-005     4.0846e-006     1.0777e-005     7.7135e-006
