4.6275E+2 -3.2306E-5   1.9182E-4 -2.4152E-4 -7.5418E-6 1.1664E-4 2.1530E-5 1.0492E-7 -3.1613E-6
4.6325E+2 -7.1180E-5   1.9524E-4 -3.2999E-4 -1.9085E-5 1.3041E-4 3.4309E-5 -1.8961E-5 -2.8292E-5
4.6374E+2 -9.9702E-5   1.9348E-4 -4.0920E-4 -2.5560E-5 1.4418E-4 4.7692E-5 -3.5036E-5 -4.5716E-5
4.6424E+2 -1.3496E-4   1.8423E-4 -4.7885E-4 -2.9130E-5 1.5850E-4 5.7078E-5 -4.2950E-5 -6.4283E-5
4.6474E+2 -1.6041E-4   1.7170E-4 -5.3650E-4 -3.4209E-5 1.6351E-4 6.4435E-5 -6.0078E-5 -8.8470E-5
4.6524E+2 -1.8344E-4   1.5370E-4 -5.7956E-4 -3.7033E-5 1.6621E-4 7.4975E-5 -7.9354E-5 -1.0352E-4
4.6573E+2 -2.1229E-4   1.3759E-4 -6.1364E-4 -3.6980E-5 1.7376E-4 8.1709E-5 -9.4300E-5 -1.1553E-4
4.6623E+2 -2.2577E-4   1.1932E-4 -6.3622E-4 -4.3696E-5 1.6607E-4 8.9706E-5 -9.7783E-5 -1.2965E-4
4.6673E+2 -2.3809E-4   8.9723E-5 -6.3458E-4 -4.3844E-5 1.5780E-4 8.8824E-5 -1.0043E-4 -1.3767E-4
4.6723E+2 -2.4251E-4   5.7815E-5 -6.1638E-4 -3.7327E-5 1.4670E-4 8.1968E-5 -9.9316E-5 -1.4111E-4
4.6772E+2 -2.4582E-4   2.6110E-5 -5.8751E-4 -3.9918E-5 1.3240E-4 8.4464E-5 -1.0251E-4 -1.4205E-4
4.6822E+2 -2.4516E-4  -5.2562E-6 -5.5222E-4 -4.1883E-5 1.1346E-4 8.3873E-5 -1.0755E-4 -1.3876E-4
4.6872E+2 -2.3525E-4  -4.3663E-5 -4.8843E-4 -3.1600E-5 9.1289E-5 7.7444E-5 -1.0021E-4 -1.3194E-4
4.6922E+2 -2.2057E-4  -7.0478E-5 -4.1921E-4 -2.4136E-5 7.1524E-5 6.7437E-5 -8.7909E-5 -1.1956E-4
4.6971E+2 -1.8991E-4  -9.4277E-5 -3.4857E-4 -1.0168E-5 4.1871E-5 5.4629E-5 -7.3589E-5 -1.1228E-4
4.7021E+2 -1.6715E-4  -1.1670E-4 -2.6109E-4 -3.6773E-6 1.3341E-5 4.9864E-5 -6.5362E-5 -9.9375E-5
4.7071E+2 -1.4446E-4  -1.4141E-4 -1.7030E-4 -3.6035E-6 -8.5894E-6 3.7430E-5 -4.4843E-5 -8.1388E-5
4.7121E+2 -1.1339E-4  -1.6586E-4 -7.4957E-5 6.2434E-6 -2.7858E-5 3.0303E-5 -3.6707E-5 -6.0714E-5
4.7170E+2 -8.3673E-5  -1.8115E-4 1.9078E-5 1.2769E-5 -4.3984E-5 1.5543E-5 -2.5371E-5 -4.3977E-5
4.7220E+2 -4.2199E-5  -1.9642E-4 1.0935E-4 2.1708E-5 -6.8697E-5 -2.1224E-7 -4.4330E-6 -1.8922E-5
4.7270E+2 -8.1876E-6  -2.0847E-4 2.0634E-4 3.4285E-5 -9.7487E-5 -1.4824E-5 1.5265E-5 -1.9101E-6
4.7320E+2  2.8945E-5  -2.0705E-4 2.9873E-4 3.8131E-5 -1.2300E-4 -3.6779E-5 2.5809E-5 1.6879E-5
4.7369E+2  5.8257E-5  -2.0186E-4 3.7725E-4 4.7141E-5 -1.2908E-4 -4.4427E-5 4.5200E-5 3.3418E-5
4.7419E+2  9.0006E-5  -2.0314E-4 4.5330E-4 5.4194E-5 -1.4404E-4 -5.0710E-5 6.0250E-5 5.5850E-5
4.7469E+2  1.2638E-4  -1.9551E-4 5.2282E-4 6.4457E-5 -1.5527E-4 -5.9061E-5 8.0665E-5 7.6317E-5
4.7519E+2  1.5534E-4  -1.7871E-4 5.6509E-4 6.5998E-5 -1.5602E-4 -7.0654E-5 9.0017E-5 8.9083E-5
4.7568E+2  1.7903E-4  -1.5093E-4 5.9597E-4 7.2275E-5 -1.5361E-4 -8.1624E-5 9.7244E-5 1.0315E-4
4.7618E+2  1.9626E-4  -1.2577E-4 6.1704E-4 7.0945E-5 -1.5432E-4 -8.4179E-5 1.1010E-4 1.1197E-4
4.7668E+2  2.0177E-4  -1.0504E-4 6.2272E-4 6.6068E-5 -1.4874E-4 -8.2261E-5 1.0985E-4 1.2211E-4
4.7718E+2  2.1153E-4  -8.3209E-5 6.0633E-4 7.3605E-5 -1.3489E-4 -8.4337E-5 1.1597E-4 1.3175E-4
4.7767E+2  2.1583E-4  -4.3626E-5 5.8125E-4 7.0580E-5 -1.2019E-4 -8.6196E-5 1.1784E-4 1.3100E-4
4.7817E+2  2.1510E-4  -1.9930E-5 5.4448E-4 6.6791E-5 -9.3876E-5 -7.9610E-5 1.1636E-4 1.2846E-4
4.7867E+2  1.9895E-4   1.5384E-5 4.8686E-4 5.7460E-5 -7.7042E-5 -7.4459E-5 1.1457E-4 1.1918E-4
4.7917E+2  1.8378E-4   5.5927E-5 4.1488E-4 4.8291E-5 -5.8462E-5 -6.7844E-5 1.0749E-4 1.0813E-4
4.7966E+2  1.6469E-4   8.7056E-5 3.3606E-4 3.6860E-5 -3.6705E-5 -6.2850E-5 9.0930E-5 9.8241E-5
4.8016E+2  1.3956E-4   1.1928E-4 2.5821E-4 3.7642E-5 -2.0854E-6 -5.2798E-5 8.0099E-5 8.9253E-5
4.8066E+2  1.1394E-4   1.3353E-4 1.6396E-4 3.1157E-5 2.1845E-5 -4.0980E-5 6.6772E-5 7.2800E-5
4.8116E+2  7.8581E-5   1.5831E-4 7.0095E-5 2.2542E-5 4.5987E-5 -2.5127E-5 5.0372E-5 5.3071E-5
4.8165E+2  5.2666E-5   1.6354E-4 -1.6461E-5 1.6000E-5 6.6465E-5 -1.3373E-5 3.9837E-5 3.6446E-5
4.8215E+2  2.0359E-5   1.7076E-4 -1.1713E-4 -1.4439E-6 8.8079E-5 2.5523E-6 1.7165E-5 1.8510E-5
4.8265E+2 -1.8227E-5   1.8518E-4 -2.1210E-4 -7.6372E-6 1.1134E-4 1.8792E-5 5.0236E-6 -1.4196E-5
4.8315E+2 -5.3697E-5   1.9406E-4 -3.0840E-4 -1.0555E-5 1.2592E-4 3.1504E-5 -1.7666E-5 -3.3655E-5
4.8365E+2 -9.5602E-5   1.9091E-4 -3.8984E-4 -1.7585E-5 1.5010E-4 4.6223E-5 -3.1764E-5 -4.9897E-5
4.8414E+2 -1.2608E-4   1.8653E-4 -4.6819E-4 -2.5054E-5 1.6295E-4 5.6527E-5 -4.8738E-5 -6.6777E-5
