  TLIJ[i], i = 1, NI, [ms]
            1  2.502217e+000
            2  2.066797e+000
            3  3.662217e+000
            4  5.792375e+000
            5  1.381277e+001
            6  6.516652e+000
            7  5.243334e+000
            8  2.066797e+000
            9  5.549171e+000
           10  4.177102e+000
           11  6.656834e+001
           12  1.633340e+002
