  RLIJ[i], i = 1, NI
            1  2.376156e-004
            2  1.136962e-003
            3  9.388453e-004
            4  9.274674e-004
            5  5.553535e-004
            6  7.809911e-004
            7  6.574306e-004
            8  1.136962e-003
            9  8.316979e-004
           10  1.858048e-003
           11  8.224690e-005
           12  1.004054e-004
