  ALIJ[i][j], i = 1, NI, j = 1, NI
  5.945658e-001  2.498980e-001  2.248834e-001  3.120895e-001  3.591469e-001  3.293730e-001  2.277310e-001  2.498980e-001  1.784992e-001  2.124408e-001  9.458174e-002  5.830568e-002
  2.498980e-001  2.349870e+000  1.255353e+000  6.621551e-001  3.586514e-001  1.571640e-001  5.282652e-002  2.440288e-002  3.491190e-002  6.581951e-002  -8.016016e-001  -5.920476e-001
  2.248834e-001  1.255353e+000  3.438256e+000  1.872342e+000  8.179451e-001  3.340327e-001  1.092904e-001  4.769714e-002  7.169494e-002  1.396718e-001  -5.570887e-001  -1.651459e+000
  3.120895e-001  6.621551e-001  1.872342e+000  5.372239e+000  2.868824e+000  1.006820e+000  3.154492e-001  1.326608e-001  2.054613e-001  4.076735e-001  -3.742691e-001  -3.956112e+000
  3.591469e-001  3.586514e-001  8.179451e-001  2.868824e+000  7.670972e+000  2.658642e+000  7.291658e-001  2.910111e-001  4.684953e-001  9.517834e-001  -6.994405e-015  -4.440892e-016
  3.293730e-001  1.571640e-001  3.340327e-001  1.006820e+000  2.658642e+000  5.089447e+000  1.891455e+000  6.018832e-001  1.098022e+000  2.452596e+000  3.427684e-001  3.219083e+000
  2.277310e-001  5.282652e-002  1.092904e-001  3.154492e-001  7.291658e-001  1.891455e+000  3.447128e+000  1.172568e+000  2.363257e+000  3.163970e+000  3.458122e-001  1.286661e+000
  2.498980e-001  2.440288e-002  4.769714e-002  1.326608e-001  2.910111e-001  6.018832e-001  1.172568e+000  2.349870e+000  1.130143e+000  7.820659e-001  3.633753e-001  5.098254e-001
  1.784992e-001  3.491190e-002  7.169494e-002  2.054613e-001  4.684953e-001  1.098022e+000  2.363257e+000  1.130143e+000  4.615234e+000  1.963093e+000  2.746384e-001  8.072594e-001
  2.124408e-001  6.581951e-002  1.396718e-001  4.076735e-001  9.517834e-001  2.452596e+000  3.163970e+000  7.820659e-001  1.963093e+000  7.761257e+000  2.993883e-001  1.521806e+000
  9.458174e-002  -8.016016e-001  -5.570887e-001  -3.742691e-001  2.220446e-016  3.427684e-001  3.458122e-001  3.633753e-001  2.746384e-001  2.993883e-001  5.475039e+000  9.472648e-001
  5.830568e-002  -5.920476e-001  -1.651459e+000  -3.956112e+000  0.000000e+000  3.219083e+000  1.286661e+000  5.098254e-001  8.072594e-001  1.521806e+000  9.472648e-001  1.639961e+001
