  BLIJ[i][j], i = 1, NI, j = 1, NJ
  1.833470e-001  1.903013e-001  1.974056e-001  2.046452e-001  1.835562e-001  1.903408e-001  1.972629e-001  2.043078e-001  1.836862e-001  1.903047e-001  1.970490e-001  2.039047e-001  1.837420e-001  1.901981e-001  1.967690e-001  2.034407e-001
  8.802160e-002  9.141683e-002  9.496935e-002  9.868698e-002  9.000458e-002  9.343425e-002  9.702007e-002  1.007696e-001  9.194493e-002  9.540571e-002  9.902132e-002  1.027990e-001  9.384163e-002  9.733026e-002  1.009722e-001  1.047745e-001
  1.969584e-001  2.042676e-001  2.119103e-001  2.199036e-001  2.019031e-001  2.093209e-001  2.170725e-001  2.251747e-001  2.067713e-001  2.142909e-001  2.221442e-001  2.303477e-001  2.115593e-001  2.191741e-001  2.271219e-001  2.354191e-001
  5.805237e-001  6.027458e-001  6.260233e-001  6.504154e-001  5.951710e-001  6.177576e-001  6.414054e-001  6.661733e-001  6.095558e-001  6.324835e-001  6.564763e-001  6.815928e-001  6.236646e-001  6.469096e-001  6.712221e-001  6.966595e-001
  1.330846e+000  1.387404e+000  1.447034e+000  1.509952e+000  1.361702e+000  1.419115e+000  1.479620e+000  1.543435e+000  1.391574e+000  1.449750e+000  1.511029e+000  1.575626e+000  1.420426e+000  1.479270e+000  1.541219e+000  1.606484e+000
  2.342699e+000  2.456856e+000  2.575989e+000  2.699820e+000  2.345723e+000  2.456078e+000  2.570808e+000  2.689601e+000  2.346272e+000  2.452850e+000  2.563258e+000  2.677164e+000  2.344581e+000  2.447426e+000  2.553610e+000  2.662787e+000
  1.698981e+000  1.744530e+000  1.785455e+000  1.820618e+000  1.662884e+000  1.704497e+000  1.741664e+000  1.773419e+000  1.627999e+000  1.666122e+000  1.699995e+000  1.728796e+000  1.594326e+000  1.629345e+000  1.660319e+000  1.686545e+000
  4.971227e-001  5.078246e-001  5.176445e-001  5.264665e-001  4.886716e-001  4.987455e-001  5.079742e-001  5.162530e-001  4.804590e-001  4.899526e-001  4.986365e-001  5.064159e-001  4.724788e-001  4.814353e-001  4.896163e-001  4.969360e-001
  1.147282e+000  1.161698e+000  1.172658e+000  1.179946e+000  1.121804e+000  1.135135e+000  1.145256e+000  1.151979e+000  1.097465e+000  1.109822e+000  1.119191e+000  1.125409e+000  1.074190e+000  1.085669e+000  1.094362e+000  1.100127e+000
  2.861747e+000  2.926839e+000  2.978024e+000  3.012937e+000  2.783821e+000  2.841738e+000  2.887003e+000  2.917733e+000  2.710147e+000  2.761960e+000  2.802247e+000  2.829489e+000  2.640431e+000  2.687016e+000  2.723079e+000  2.747385e+000
  2.006832e-001  2.080903e-001  2.154794e-001  2.227974e-001  1.975577e-001  2.045445e-001  2.114872e-001  2.183339e-001  1.943682e-001  2.009513e-001  2.074672e-001  2.138656e-001  1.911279e-001  1.973240e-001  2.034326e-001  2.094050e-001
  1.360654e+000  1.432268e+000  1.507692e+000  1.586993e+000  1.354472e+000  1.423387e+000  1.495657e+000  1.571277e+000  1.346326e+000  1.412463e+000  1.481517e+000  1.553420e+000  1.336394e+000  1.399703e+000  1.465512e+000  1.533702e+000
